id,parameter_set_id,source,qualifier,amount,units
33651,2090,Incentive,,0.2000,"$/first year kWh savings"
33652,2090,Incentive,max,2500.0000,$
33653,2091,Incentive,,3.0000,$/W
33654,3147,Incentive,,2.0000,"$/kWh (1 year)"
33655,4789,Incentive,,3.0000,$/W
33656,4790,Incentive,max,1500.0000,$
33657,4790,Incentive,max,50.0000,"% of cost"
33672,2430,Incentive,,0.0100,$/kWh
33673,2430,Incentive,max,999999.9999,$
33674,1891,Incentive,,0.0200,"$/kWh (10 years)"
33675,1892,Incentive,,0.0000,$/BTU
33676,3661,Incentive,max,1000.0000,$
33677,3662,Incentive,,3.0000,$/W
33678,3662,Incentive,max,1000.0000,$
33679,1989,Incentive,,6.0000,%
33680,1989,System,min,1.0000,MW
33681,1989,Incentive,max,999999.9999,$
33682,545,Incentive,,0.0100,"$/kWh (10 years)"
33683,545,System,min,1.0000,MW
33684,546,Incentive,,0.0300,"$/kWh (10 years)"
33685,546,System,min,1.0000,MW
34115,2370,Incentive,,0.0400,$/kWh
34116,2370,System,min,50.0000,kW
34117,2370,System,max,20.0000,MW
34118,2370,Incentive,max,20.0000,Years
34119,2369,Incentive,,0.0400,$/kWh
34120,2369,System,min,50.0000,kW
34121,2369,System,max,20.0000,MW
34122,2369,Incentive,max,20.0000,Years
34123,2367,Incentive,,0.0400,$/kWh
34124,2367,Incentive,max,20.0000,Years
34125,2367,System,min,50.0000,kW
34126,2367,System,max,20.0000,MW
34127,2361,Incentive,,0.0400,$/kWh
34128,2361,System,min,50.0000,kW
34129,2361,System,max,20.0000,MW
34130,2361,Incentive,max,20.0000,Years
34131,2366,Incentive,,0.0400,$/kWh
34132,2366,System,min,50.0000,kW
34133,2366,System,max,20.0000,MW
34134,2366,Incentive,max,20.0000,Years
34135,363,System,min,50.0000,kW
34136,363,System,max,20.0000,MW
34137,363,Incentive,max,20.0000,Years
34138,363,Incentive,,0.0400,$/kWh
34139,2362,Incentive,,0.0400,$/kWh
34140,2362,System,min,50.0000,kW
34141,2362,System,max,20.0000,MW
34142,2362,Incentive,max,20.0000,Years
34143,2170,Incentive,,0.0273,$/kWh
34144,2170,System,max,50.0000,kW
34145,2170,System,max,2.0000,MW
34146,2168,Incentive,,0.0400,$/kWh
34147,2168,System,min,50.0000,kW
34148,2168,System,max,1.0000,MW
34149,2059,Incentive,,0.0400,$/kWh
34150,2059,System,min,50.0000,kW
34151,2059,System,max,1.0000,MW
34152,2060,Incentive,,0.0400,$/kWh
34153,2060,System,min,50.0000,kW
34154,2060,System,max,1.0000,MW
34155,1173,Incentive,,0.0400,"$/kWh (10 years)"
34156,1173,System,min,50.0000,kW
34157,1173,System,max,1.0000,MW
34158,372,Incentive,,0.0400,"$/kWh (10 years)"
34159,372,System,min,50.0000,kW
34160,372,System,max,1.0000,MW
34251,579,Incentive,min,40.0000,$/Unit
34252,579,Incentive,max,150.0000,$
34253,580,Incentive,,100.0000,$/Unit
34254,581,Incentive,min,50.0000,$/Unit
34255,581,Incentive,max,300.0000,$
34256,582,Incentive,,100.0000,$/Unit
34257,583,Incentive,max,300.0000,$
34258,3823,Incentive,,100.0000,$/Unit
34278,261,Incentive,min,150.0000,$/ton
34279,261,Incentive,max,750.0000,$
34280,263,Incentive,,50.0000,$/Unit
34281,263,Incentive,max,350.0000,$
34282,3824,Incentive,min,150.0000,$/Unit
34283,3824,Incentive,max,450.0000,$
34365,2176,Incentive,,1000.0000,$/Unit
34425,2378,Incentive,,0.0400,$/kWh
34426,2378,System,max,200.0000,kW
34518,3532,Incentive,,0.0000,$/MBTUh
34519,3533,Incentive,,0.0000,$/MBTUh
34520,3534,Incentive,,0.0000,$/MBTUh
34521,3535,Incentive,,0.0000,$/MBTUh
34522,3536,Incentive,,0.0100,$/MBTUh
34523,3537,Incentive,,200.0000,$/Unit
34524,3538,Incentive,,200.0000,$/Unit
34525,3539,Incentive,,0.3000,"$/square foot"
34526,3540,Incentive,min,200.0000,$/Unit
34527,3541,Incentive,,100.0000,$/Unit
34642,3586,Incentive,,0.1200,$/kWh
34643,3586,System,min,100.0000,kW
34694,3976,Incentive,min,50.0000,%
34695,3977,Incentive,min,100.0000,$/ton
34696,3977,Incentive,max,250.0000,$
34822,50,System,max,4.0000,kW
34823,50,Incentive,,0.3000,$/kW
34836,2464,Incentive,,500.0000,$/Unit
34857,4151,Incentive,min,0.4000,"$/square foot"
34858,4151,Incentive,max,0.4000,$
34859,4152,Incentive,min,250.0000,$/Unit
34860,4152,Incentive,max,1000.0000,$
34861,4153,Incentive,,200.0000,$/Unit
34862,4154,Incentive,,100.0000,$/Unit
34863,4427,Incentive,,150.0000,$/Unit
34864,4428,Incentive,,500.0000,$
34887,3974,Incentive,,350.0000,$/Unit
34888,3974,Incentive,max,600.0000,$
34889,3975,Incentive,max,800.0000,$
34938,1362,Incentive,min,300.0000,$/Unit
34939,1362,Incentive,max,600.0000,$
34940,1363,Incentive,min,300.0000,$/Unit
34941,1363,Incentive,max,500.0000,$
34942,1364,Incentive,min,20.0000,$/Unit
34943,1364,Incentive,max,100.0000,$
34951,1409,Incentive,min,50.0000,$/Unit
34952,1409,Incentive,max,100.0000,$
34953,1410,Incentive,min,100.0000,$/Unit
34954,1410,Incentive,max,400.0000,$
35010,3253,System,max,10.0000,kW
35011,3253,Incentive,min,0.2300,$/kWh
35012,3254,System,max,200.0000,kW
35013,3254,Incentive,min,0.1400,$/kWh
35014,3255,System,min,5.0000,kW
35015,3255,System,max,10.0000,kW
35016,3255,Incentive,min,0.1600,$/kWh
35017,3256,System,max,200.0000,kW
35018,3256,Incentive,min,0.1400,$/kWh
35019,3257,System,max,1.0000,MW
35020,3257,Incentive,,0.9200,$/kWh
35048,4565,Incentive,,750.0000,$
35108,5365,System,,,
35348,1074,Incentive,max,0.3150,$/kWh
35356,4002,Incentive,,0.0500,"$/kWh (1 year)"
35371,5200,Incentive,min,400.0000,$
35372,5200,Incentive,max,450.0000,$
35373,5201,Incentive,,50.0000,$
35374,5202,Incentive,,6.0000,$/Unit
35375,5204,Incentive,min,0.2000,"$/square foot"
35376,5204,Incentive,max,0.5000,"$/square foot"
35493,1955,Incentive,min,2.0000,$/Unit
35494,1955,Incentive,max,4.0000,$
35501,49,System,max,10.0000,kW
35502,49,Incentive,,0.2500,$/kWh
35522,1224,Incentive,min,300.0000,$/Unit
35523,1224,Incentive,max,400.0000,$
35524,1225,Incentive,min,150.0000,$/Unit
35525,1225,Incentive,max,400.0000,$
35542,4824,Incentive,,50.0000,$/Unit
35554,415,Incentive,min,25.0000,$/Unit
35555,415,Incentive,max,100.0000,$/Unit
35667,845,Incentive,,300.0000,$/Unit
35668,846,Incentive,,200.0000,$/Unit
35669,847,Incentive,min,0.1500,"$/square foot"
35670,848,Incentive,min,1.0000,"$/square foot"
35671,848,Incentive,max,1.5000,"$/square foot"
35672,849,Incentive,min,75.0000,$/Unit
35673,849,Incentive,max,100.0000,$/Unit
35674,850,Incentive,min,800.0000,$
35675,850,Incentive,max,1000.0000,$
35676,5613,Incentive,,200.0000,$/Unit
35677,5614,Incentive,,80.0000,$/Unit
35730,1909,System,max,50.0000,kW
35731,1910,System,min,50.0000,kW
35732,1910,System,max,2000.0000,kW
35751,2297,Incentive,,0.1700,"$/kWh (20 years)"
35764,2009,Incentive,min,500.0000,$/Unit
35765,2009,Incentive,max,1500.0000,$
35896,2550,Incentive,,1500.0000,$/Unit
35946,166,Incentive,min,1500.0000,$/Unit
35947,166,Incentive,max,2000.0000,$
35968,1757,Incentive,max,440.0000,$
35972,2122,Incentive,min,0.0800,$/kWh
35973,2122,Incentive,max,0.2000,$
35974,2122,Incentive,min,125.0000,$/kW
35975,2122,Incentive,max,200.0000,$
36086,1655,Incentive,,0.2700,$/kWh
36087,1655,Incentive,max,900.0000,$
36102,2109,Incentive,,278.0000,$/kW
36103,2109,Incentive,max,477.0000,$
36104,2108,Incentive,,175.0000,$/kW
36111,2182,Incentive,min,100.0000,$/Unit
36112,2182,Incentive,max,200.0000,$
36113,2183,Incentive,,200.0000,$/Unit
36114,2184,Incentive,,150.0000,$/Unit
36115,2184,Incentive,,300.0000,$/Unit
36116,2185,Incentive,,150.0000,$/Unit
36117,2186,Incentive,,1.0000,$/Unit
36118,2187,Incentive,,25.0000,$/Unit
36119,2189,Incentive,,0.1000,$/W
36120,2189,Incentive,max,0.2000,$
36121,2189,Incentive,max,20.0000,$
36132,2296,Incentive,max,5.0000,$
36133,2446,Incentive,,5.0000,$/Unit
36162,2216,Incentive,,242.0000,$/kW
36163,2216,Incentive,max,440.0000,$
36164,2216,Incentive,max,150.0000,$
36173,2431,Incentive,,150.0000,$/kW
36174,2431,Incentive,,0.0800,$/kWh
36175,2432,Incentive,,477.0000,$/kW
36176,2432,Incentive,,0.1400,$/kWh
36177,2433,Incentive,,250.0000,$/kW
36178,2433,Incentive,,0.0700,$/kWh
36179,2434,Incentive,,160.0000,$/kW
36180,2434,Incentive,,0.0600,$/kWh
36181,2435,Incentive,,300.0000,$/kW
36182,2435,Incentive,,0.1000,$/kWh
36183,2436,Incentive,,180.0000,$/kW
36184,2436,Incentive,,0.1000,$/kWh
36185,2437,Incentive,,500.0000,$/kW
36186,2437,Incentive,,0.1600,$/kWh
36187,2438,Incentive,,420.0000,$/kW
36188,2438,Incentive,,0.1500,$/kWh
36189,2439,Incentive,,450.0000,$/kW
36190,2439,Incentive,,0.1500,$/kWh
36191,2440,Incentive,,160.0000,$/kW
36192,2440,Incentive,,0.0600,$/kWh
36563,6138,Incentive,,4000.0000,$
36564,445,Incentive,,35.0000,$/Unit
36608,2461,Incentive,,600.0000,$/Unit
36638,5,Incentive,,75.0000,$
36639,6,Incentive,,50.0000,$
36640,7,Incentive,,100.0000,$
36641,8,Incentive,min,75.0000,$
36642,8,Incentive,max,200.0000,$
36643,9,Incentive,,1.0000,"$/square foot"
36644,4605,Incentive,,1.0000,"$/square foot"
36685,4814,Incentive,,0.0800,$/kWh
36686,4814,Incentive,max,150000.0000,$
36687,4815,Incentive,,0.0600,$/kWh
36688,4815,Incentive,max,30000.0000,$
36689,4816,Incentive,,0.1100,$/kWh
36690,4816,Incentive,max,50000.0000,$
36691,4817,Incentive,,0.0900,$/kWh
36692,4817,Incentive,max,50000.0000,$
36693,4818,Incentive,,0.1400,$/kWh
36694,4818,Incentive,,50000.0000,$
36731,4606,Incentive,min,20.0000,$/horsepower
36732,4606,Incentive,max,12000.0000,$
36733,4606,Incentive,max,75.0000,$/horsepower
36734,4607,Incentive,,140.0000,$/horsepower
36735,4607,Incentive,max,10500.0000,$
36736,4608,Incentive,,50.0000,$/Unit
36737,4609,Incentive,max,500.0000,$/Unit
36738,4609,Incentive,min,200.0000,$/Unit
36739,4610,Incentive,min,1.0000,$/MBTUh
36740,4610,Incentive,max,2.0000,$/MBTUh
36741,4611,Incentive,,15.0000,$/Unit
36742,4612,Incentive,min,2.0000,"$/square foot"
36743,4612,Incentive,max,4.0000,"$/square foot"
36744,4612,Incentive,min,2.0000,"$/linear foot"
36745,4612,Incentive,max,3.0000,"$/linear foot"
36746,4613,Incentive,min,350.0000,$/Unit
36747,4613,Incentive,max,5000.0000,$/Unit
36748,4613,Incentive,min,100.0000,"$/linear foot"
36749,4613,Incentive,max,150.0000,"$/linear foot"
36750,4614,Incentive,min,50.0000,$/Unit
36751,4614,Incentive,max,600.0000,$/Unit
36752,4615,Incentive,min,10.0000,$/fixture
36753,4615,Incentive,max,300.0000,$/fixture
36771,5147,Incentive,min,50.0000,$/Unit
36772,5147,Incentive,max,175.0000,$/Unit
36773,5148,Incentive,min,200.0000,$/Unit
36774,5148,Incentive,max,500.0000,$/Unit
36775,5149,Incentive,,1500.0000,$/Unit
36776,5150,Incentive,min,150.0000,$/Unit
36777,5150,Incentive,max,300.0000,$/Unit
36778,5151,Incentive,min,10.0000,$
36779,5151,Incentive,max,200.0000,$
36780,5152,Incentive,,100.0000,$/Unit
36788,4811,Incentive,,200.0000,$/Unit
36789,4812,Incentive,,50.0000,$/Unit
36790,4813,Incentive,,100.0000,$/Unit
37020,5078,Incentive,min,5000.0000,$
37021,5078,Incentive,max,100000.0000,$
37022,5079,Incentive,min,5000.0000,$
37023,5079,Incentive,max,250000.0000,$
37051,2447,Incentive,,750.0000,$/Unit
37052,2447,Incentive,max,1500.0000,$
37114,4884,Incentive,,1000.0000,$
37203,3716,Incentive,,300.0000,$/Unit
37204,3717,Incentive,,300.0000,$/Unit
37205,3718,Incentive,min,1000.0000,$/Unit
37206,3718,Incentive,max,4000.0000,$
37287,2190,Incentive,,500.0000,$/Unit
37288,2191,Incentive,,500.0000,$/Unit
37289,1683,Incentive,,75.0000,$/Unit
37290,1684,Incentive,,500.0000,$/Unit
37291,1685,Incentive,,600.0000,$/Unit
37292,2198,Incentive,min,500.0000,$/Unit
37293,2198,Incentive,max,1500.0000,$
37294,2199,Incentive,,1400.0000,$/MBTUh
37339,3375,Incentive,max,400.0000,$
37340,3376,Incentive,,400.0000,$/Unit
37341,3377,Incentive,max,300.0000,$
37342,3378,Incentive,,25.0000,$/Unit
37343,3544,Incentive,,200.0000,$/Unit
37344,3545,Incentive,max,800.0000,$
37345,3546,Incentive,,50.0000,$/Unit
37346,3547,Incentive,,25.0000,$/Unit
37347,3548,Incentive,max,1200.0000,$
37348,3549,Incentive,min,750.0000,$/Unit
37349,3550,Incentive,,100.0000,$/Unit
37350,3551,Incentive,,100.0000,$/Unit
37368,3228,Incentive,,300.0000,$/Unit
37369,3229,Incentive,max,100.0000,$
37370,3230,Incentive,,75.0000,$/Unit
37371,3231,Incentive,,50.0000,$/Unit
37372,3232,Incentive,max,200.0000,$
37373,3232,Incentive,max,50.0000,"% of cost"
37374,3233,Incentive,max,750.0000,$
37428,4509,Incentive,,750.0000,$
37475,3114,Incentive,max,35.0000,"% of cost"
37476,3113,Incentive,max,50.0000,"% of cost"
37507,3407,Incentive,min,10.0000,$/Unit
37508,3407,Incentive,max,150.0000,$
37509,3408,Incentive,min,20.0000,$/Unit
37510,3408,Incentive,max,50.0000,$
37511,3409,Incentive,min,800.0000,$/Unit
37512,3409,Incentive,max,1575.0000,$
37513,3410,Incentive,,150.0000,$/ton
37514,3411,Incentive,,75.0000,$/Unit
37534,1813,Incentive,,50.0000,$/horsepower
37535,1814,Incentive,,0.0500,$/kWh
37536,6203,Incentive,min,20.0000,$/Unit
37537,6203,Incentive,max,25.0000,$/Unit
37538,6204,Incentive,min,100.0000,$/Unit
37539,6204,Incentive,max,200.0000,$/Unit
37546,3344,Incentive,,35.0000,$/Unit
37547,3345,Incentive,max,300.0000,$/Unit
37548,6205,Incentive,,150.0000,$
37549,6206,Incentive,max,75.0000,"% of cost"
37550,6207,Incentive,,25.0000,$
37551,6208,Incentive,,350.0000,$
37569,779,Incentive,,300.0000,$/Unit
37570,3887,Incentive,,50.0000,$/Unit
37811,3239,Incentive,,30.0000,%
37812,3239,Incentive,max,300.0000,$
37813,3240,Incentive,,300.0000,$/Unit
37814,3241,Incentive,min,100.0000,$/Unit
37815,3241,Incentive,max,300.0000,$
37816,3242,Incentive,,25.0000,$/Unit
37817,3243,Incentive,,300.0000,$/Unit
37818,3234,Incentive,,100.0000,$/Unit
37819,3235,Incentive,,300.0000,$/Unit
37820,3236,Incentive,min,100.0000,$/Unit
37821,3236,Incentive,max,300.0000,$
37822,3237,Incentive,,300.0000,$/Unit
37823,3238,Incentive,,30.0000,%
37824,3238,Incentive,max,300.0000,$
37835,3621,Incentive,min,70.0000,$/Unit
37836,3622,Incentive,min,85.0000,$/Unit
37837,3622,System,min,2.0000,Tons
37838,3623,Incentive,,40.0000,$/Unit
37839,3624,Incentive,,30.0000,$/Unit
37840,3625,Incentive,,40.0000,%
37841,3625,Incentive,max,500.0000,$
37842,3626,Incentive,,50.0000,%
37843,3626,Incentive,max,50.0000,
37844,3627,Incentive,min,100.0000,$/Unit
37845,3627,System,min,2.0000,Tons
37846,3628,Incentive,,40.0000,$/Unit
37997,4902,Incentive,,300.0000,$
37998,4903,Incentive,,100.0000,$
37999,4904,Incentive,,70.0000,$
38000,4905,Incentive,,20.0000,"% of cost"
38001,4905,Incentive,max,300.0000,$
38010,4893,Incentive,,4.0000,$/Unit
38011,4894,Incentive,min,750.0000,$/MBTUh
38012,4894,Incentive,max,3500.0000,$/MBTUh
38013,4895,Incentive,,200.0000,$/Unit
38014,4896,Incentive,min,80.0000,$
38015,4896,Incentive,max,120.0000,$
38016,4897,Incentive,,100.0000,$/Unit
38017,4898,Incentive,min,3.0000,"$/linear foot"
38018,4898,Incentive,max,5.0000,"$/linear foot"
38019,4899,Incentive,min,250.0000,$/MBTUh
38020,4899,Incentive,max,750.0000,$/MBTUh
38021,4899,Incentive,max,2000.0000,$
38022,4900,Incentive,,4.0000,$/Unit
38023,4901,Incentive,,25.0000,"% of cost"
38024,4901,Incentive,max,10000.0000,$
38464,652,Incentive,min,200.0000,$/ton
38465,652,Incentive,max,400.0000,$/ton
38466,653,Incentive,,50.0000,$/Unit
38467,654,Incentive,,100.0000,$/Unit
38468,655,Incentive,,25.0000,$/Unit
38469,656,Incentive,,25.0000,$/Unit
38470,4599,Incentive,min,8.0000,$/fixture
38471,4599,Incentive,max,40.0000,$/fixture
38472,4600,Incentive,,150.0000,$/Unit
38473,4601,Incentive,,25.0000,$
38474,4602,Incentive,min,400.0000,$/Unit
38475,4602,Incentive,max,500.0000,$/Unit
38476,4603,Incentive,max,300.0000,$
38477,4604,Incentive,max,500.0000,$
38478,5055,Incentive,max,80.0000,$/Unit
38479,5056,Incentive,min,30.0000,$/ton
38480,5056,Incentive,max,50.0000,$/ton
38481,5057,Incentive,min,30.0000,$/ton
38482,5057,Incentive,max,40.0000,$/ton
38483,5058,Incentive,min,200.0000,$/ton
38484,5058,Incentive,max,400.0000,$/ton
38485,5059,Incentive,min,30.0000,$/ton
38486,5059,Incentive,max,40.0000,$/ton
38487,5060,Incentive,,50.0000,$/Unit
38488,5061,Incentive,,25.0000,$/Unit
38489,5062,Incentive,min,15.0000,$
38490,5062,Incentive,max,600.0000,$
38491,5063,Incentive,,150.0000,$
38492,5064,Incentive,,50.0000,$
38493,5065,Incentive,,50.0000,$
38494,5066,Incentive,,40.0000,$/horsepower
38495,5067,Incentive,min,60.0000,$
38496,5067,Incentive,max,1500.0000,$
39036,1949,Incentive,,0.2500,$/W-CEC-AC
39037,1950,Incentive,,0.3000,$/W-CEC-AC
39038,1950,System,max,1.0000,MW
39039,1951,Incentive,,0.9500,$/W-CEC-AC
39040,1951,System,max,1.0000,MW
39055,2475,Incentive,,0.0085,"$/kWh (5 years)"
39056,2475,Incentive,max,999999.9999,$
39057,2017,Incentive,,0.0085,"$/kWh (5 years)"
39196,5210,Incentive,min,14.0000,$/Unit
39197,5210,Incentive,max,65.0000,$/Unit
39198,5211,Incentive,min,8.0000,$/Unit
39199,5211,Incentive,max,250.0000,$/Unit
39223,4861,Incentive,,50.0000,"% of cost"
39224,4861,Incentive,max,150.0000,$
39225,4862,Incentive,,50.0000,"% of cost"
39226,4862,Incentive,max,300.0000,$
39227,6366,Incentive,min,10.0000,$/Unit
39228,6366,Incentive,max,40.0000,$/Unit
39229,6367,Incentive,,150.0000,$/horsepower
39230,6368,Incentive,min,75.0000,$/Unit
39231,6368,Incentive,max,350.0000,$/Unit
39232,6369,Incentive,min,40.0000,$/Unit
39233,6369,Incentive,max,750.0000,$/Unit
39234,6370,Incentive,,50.0000,$/Unit
39280,1470,Incentive,,50.0000,$/Unit
39281,1475,Incentive,,50.0000,$/Unit
39282,1476,Incentive,max,600.0000,$
39283,1477,Incentive,,250.0000,$/Unit
39284,1478,Incentive,,1.0000,"$/square foot"
39285,1479,Incentive,,50.0000,$/Unit
39338,2713,Incentive,max,1.0000,$
39340,804,Incentive,min,70.0000,$/Unit
39341,804,Incentive,max,500.0000,$/Unit
39342,805,Incentive,,70.0000,%
39343,806,Incentive,min,150.0000,$/Unit
39344,806,Incentive,max,300.0000,$/Unit
39345,807,Incentive,,0.1500,"$/linear foot"
39346,809,Incentive,,100.0000,$/Unit
39347,5562,Incentive,min,350.0000,$/ton
39348,5562,Incentive,max,1600.0000,$/ton
39349,5563,Incentive,min,400.0000,$/Unit
39350,5563,Incentive,max,800.0000,$/Unit
39351,5564,Incentive,min,40.0000,$/Unit
39352,5564,Incentive,max,650.0000,$/Unit
39353,5565,Incentive,max,50.0000,$/Unit
39354,5566,Incentive,,2.0000,"$/linear foot"
39355,5567,Incentive,min,100.0000,$/Unit
39356,5567,Incentive,max,700.0000,$/Unit
39357,5568,Incentive,,50.0000,
39358,5569,Incentive,,35.0000,$/horsepower
39359,5570,Incentive,min,30.0000,$
39360,5570,Incentive,max,1650.0000,$
39361,5571,Incentive,min,40.0000,$/Unit
39362,5571,Incentive,max,1500.0000,$/Unit
39363,5572,Incentive,,150.0000,%
39364,5573,Incentive,min,5.0000,$
39365,5573,Incentive,max,100.0000,$
39366,5574,Incentive,min,2.0000,$
39367,5574,Incentive,max,100.0000,$
39368,5575,Incentive,min,10.0000,$/Unit
39369,5575,Incentive,max,50.0000,$/Unit
39370,5576,Incentive,min,3.0000,$/Unit
39371,5576,Incentive,max,50.0000,$/Unit
39372,5560,Incentive,max,2350.0000,$
39373,5561,Incentive,max,2350.0000,$
39391,820,Incentive,min,500.0000,$/Unit
39392,820,Incentive,max,700.0000,$/Unit
39393,821,Incentive,,75.0000,$/Unit
39394,822,Incentive,max,75.0000,$/Unit
39395,824,Incentive,min,20.0000,$/Unit
39396,824,Incentive,max,650.0000,$/Unit
39397,825,Incentive,min,150.0000,$/Unit
39398,825,Incentive,max,3200.0000,$/Unit
39399,826,Incentive,min,150.0000,$/Unit
39400,826,Incentive,max,800.0000,$/Unit
39401,5577,Incentive,,300.0000,$/Unit
39402,5578,Incentive,,50.0000,$/Unit
39403,5579,Incentive,,70.0000,"% of cost"
39404,5580,Incentive,max,750.0000,$/Unit
39447,2403,Incentive,,350.0000,$/Unit
39486,3650,Incentive,min,0.2000,"$/kWh (15 years)"
39487,3651,Incentive,min,0.2400,"$/kWh (15 years)"
39488,3652,Incentive,,86.0000,$/MWh
39489,2456,Incentive,min,0.0600,$/kWh
39490,2456,Incentive,min,0.6000,$/therm
39498,3702,Incentive,,900.0000,$/Unit
39499,3703,Incentive,,25.0000,$/Unit
39585,3859,Incentive,,50.0000,$/Unit
39586,3860,Incentive,,300.0000,$/Unit
39587,3861,Incentive,min,150.0000,$/Unit
39588,3862,Incentive,min,400.0000,$/Unit
39773,887,Incentive,min,40.0000,$/Unit
39774,887,Incentive,max,75.0000,$/Unit
39775,5534,Incentive,,2000.0000,$/Unit
39776,5535,Incentive,,40.0000,$/Unit
39777,5536,Incentive,,500.0000,$/Unit
39778,5537,Incentive,min,600.0000,$/Unit
39779,5537,Incentive,max,800.0000,$/Unit
39780,5538,Incentive,,600.0000,$/Unit
39781,5539,Incentive,,600.0000,$/Unit
39782,5540,Incentive,min,40.0000,$/Unit
39783,5540,Incentive,max,75.0000,$/Unit
39784,5541,Incentive,max,150.0000,$/Unit
39785,5542,Incentive,,950.0000,$/Unit
39849,2844,Incentive,min,75.0000,$/Unit
39850,2844,Incentive,max,300.0000,$
39851,2845,Incentive,min,250.0000,$/Unit
39852,2845,Incentive,max,400.0000,$
39853,2846,Incentive,min,150.0000,$/Unit
39854,2846,Incentive,max,400.0000,$
39855,2847,Incentive,min,25.0000,$/Unit
39856,2847,Incentive,max,50.0000,$
39857,2848,Incentive,min,100.0000,$/Unit
39858,2848,Incentive,max,500.0000,$
39859,2839,Incentive,,30.0000,$/horsepower
39860,2840,Incentive,min,10.0000,$/Unit
39861,2840,Incentive,max,600.0000,$
39862,2832,Incentive,,75.0000,$/Unit
39863,2832,Incentive,max,300.0000,$
39864,2833,Incentive,min,150.0000,$/Unit
39865,2833,Incentive,max,400.0000,$
39866,2834,Incentive,max,70.0000,"% of cost"
39867,2835,Incentive,,50.0000,$/Unit
39868,2836,Incentive,,300.0000,$/Unit
39869,2837,Incentive,min,75.0000,$/Unit
39870,2837,Incentive,max,300.0000,$
39871,2854,Incentive,min,75.0000,$/Unit
39872,2854,Incentive,max,300.0000,$
40160,271,System,max,100.0000,kW
40161,271,Incentive,max,98.1800,$
40162,272,System,max,2000.0000,kW
40163,272,Incentive,max,126.0000,$
40229,2174,Incentive,,900.0000,$
40240,2462,System,max,100.0000,kW
40241,2462,Incentive,,0.0200,$/kWh
40242,2463,System,min,100.0000,kW
40243,2463,Incentive,,0.0200,$/kWh
40244,2463,System,max,1000.0000,kW
40247,6532,Incentive,,1000.0000,$
40274,2350,Incentive,,0.3000,"$/first year kWh savings"
40277,2725,Incentive,max,100.0000,$
40278,2725,Incentive,min,5.0000,$/Unit
40468,5632,Incentive,max,250000.0000,$
40469,5632,Incentive,min,35.0000,"% of cost"
